,Query,Cosine Similarity
13621,over the counter anxiety medication,0.024983281
13622,getting pregnant while breastfeeding,0.024959875
13623,multiple chemical sensitivity,0.024939107
13624,appendix function,0.024856644
13625,which ear is the gay ear,0.024822451
13626,milia treatment,0.024821168
13627,ear muffs,0.024814997
13628,postural drainage,0.024805786
13629,types of kidney stones,0.024789438
13630,miscarriage statistics,0.024746954
13631,zinc for acne,0.024745533
13632,institute for healthcare improvement,0.024716448
13633,antibiotics for acne,0.024702927
13634,mitral valve stenosis,0.024681807
13635,anosmia causes,0.024679504
13636,benefits of vitamin e,0.02467573
13637,infant massage,0.024637997
13638,what to eat when pregnant,0.024628883
13639,anxiety meds,0.024618678
13640,cardiopulmonary,0.02461639
13641,how to cure shin splints,0.024593081
13642,natural antidepressants,0.024533175
13643,learning disability,0.024525937
13644,adrenal cortex,0.024520615
13645,diet and exercise,0.024515085
13646,sexy doctor,0.024514351
13647,medicine and science in sports and exercise,0.024492959
13648,neural tube defects,0.024456117
13649,blood alcohol levels,0.024452249
13650,rape trauma syndrome,0.02444883
13651,patient access,0.024435073
13652,complementary medicine,0.024428155
13653,orthotics,0.02442536
13654,histrionic personality disorder,0.02442288
13655,day and night nurse,0.024409091
13656,heroin drug,0.024399057
13657,bcaa powder,0.02438727
13658,omeprazole magnesium,0.024347186
13659,skeletal system,0.024329152
13660,best cream for eczema,0.02431336
13661,md anderson cancer center,0.0243119
13662,male infertility,0.024290845
13663,sedatives,0.02425583
13664,compound fracture,0.024245333
13665,fertility friend,0.024216376
13666,night nurse,0.024209399
13667,brachial plexus injury,0.024184689
13668,differences between plant and animal cells,0.024178104
13669,movicol,0.024139564
13670,sunburn pain,0.02411278
13671,brain cancer survival rate,0.024094164
13672,anatomy of ear,0.024087612
13673,nipple stimulation to induce labor,0.024078567
13674,rib fracture,0.024039809
13675,can implantation bleeding be heavy,0.024016976
13676,caffeine overdose,0.023961943
13677,best weight loss supplements,0.023910852
13678,gynaecology,0.02389123
13679,neonatal resuscitation,0.023869824
13680,coronary,0.023807038
13681,central sleep apnea,0.023794059
13682,midwife salary,0.02371746
13683,forensic toxicology,0.02371145
13684,prolapsed rectum,0.023698159
13685,computer vision syndrome,0.023697905
13686,cervical cancer causes,0.023671355
13687,weight loss drugs,0.023666112
13688,metformin for pcos,0.023602162
13689,hyperbaric oxygen,0.023586554
13690,doctor sleep,0.023557294
13691,orthopedic doctors,0.023534663
13692,calories in a potato,0.023500498
13693,separation anxiety disorder,0.023460513
13694,wow lightheaded,0.02344685
13695,therapy cat,0.023430206
13696,calories burned weight lifting,0.02341367
13697,cost of ivf,0.023397379
13698,nhs pay rise,0.023392208
13699,medical bracelet,0.023359623
13700,citalopram,0.023331033
13701,winter food,0.023303922
13702,pimples on scalp,0.02326513
13703,diabetic foot care,0.023262782
13704,vitamin d3 benefits,0.023258368
13705,uni doctors,0.023249526
13706,melanoma cancer,0.023205038
13707,vitamin a benefits,0.023203779
13708,bladder cancer,0.023193533
13709,leptin diet,0.023175165
13710,biological approach to abnormality,0.023157459
13711,caffeine in coffee,0.023107272
13712,plantar fasciitis exercises,0.023079567
13713,coccyx,0.023068115
13714,hoarding disorder,0.023051469
13715,obstetric,0.023032222
13716,ventolin inhaler,0.02302104
13717,critical evaluation,0.02301765
13718,function of spleen,0.023001267
13719,park medical centre,0.022985345
13720,psoriasis treatments,0.022955064
13721,healthy cholesterol levels,0.02294682
13722,neuropathy causes,0.022934966
13723,red rice yeast,0.02291917
13724,lemsip max all in one,0.022907209
13725,steroid abuse,0.02289023
13726,ocd medication,0.02286984
13727,cream for eczema,0.022856006
13728,diabetic seizure,0.022855604
13729,vitamin life,0.022825018
13730,aldershot centre for health,0.02280405
13731,causes of cervical cancer,0.02278562
13732,blocked ear,0.022724254
13733,basal cell cancer,0.022703564
13734,how to get rid of armpit fat,0.022679813
13735,cancer care,0.022662606
13736,drug rehabilitation,0.022651726
13737,how to bleed a radiator,0.022622753
13738,urinary catheter,0.022577971
13739,psoriasis treatment,0.022562968
13740,best exercise for weight loss,0.02254707
13741,medical school ranking,0.022530086
13742,rehab addict,0.022488873
13743,coats disease,0.022478903
13744,funny sunburn,0.022473264
13745,viagra dosage,0.02247084
13746,sentinel node biopsy,0.022456829
13747,naturopathic,0.022455841
13748,night nurse medicine,0.02241883
13749,acne and pregnancy,0.02240295
13750,best weight loss pills,0.022371015
13751,women breast,0.022368832
13752,practical nurse,0.022324763
13753,cure for cancer,0.02230223
13754,ischemic stroke,0.022299774
13755,anosmia nhs,0.022266649
13756,tummy control,0.022213966
13757,prostate health,0.022204926
13758,a miscarriage,0.022173654
13759,electrolytes,0.022163868
13760,sciatic nerve pain during pregnancy,0.02215515
13761,rice protein powder,0.022128161
13762,humidifier,0.022083938
13763,weight loss drug,0.022080448
13764,cardiac arrest,0.02206073
13765,opioid withdrawal,0.021986993
13766,elderly people,0.021983087
13767,liver cancer survival rate,0.02195284
13768,what is prickly heat,0.021941695
13769,cream calories,0.021940915
13770,health benefits of tomatoes,0.021940563
13771,why do i bruise so easily,0.02191323
13772,blood clots in legs,0.021877911
13773,interviews in qualitative research,0.021871984
13774,cancer survival rates,0.021866443
13775,weight loss medication,0.021847837
13776,how to clear acne,0.02182921
13777,how to treat prickly heat,0.021816663
13778,calories in cabbage,0.021804273
13779,weight loss supplements,0.021793999
13780,chest,0.021792784
13781,cetirizine or loratadine,0.021774575
13782,inducing,0.021764217
13783,stage 2 hypertension,0.02175074
13784,abdominal cuts,0.021747738
13785,medical id bracelets,0.021679439
13786,colposcopy procedure,0.021670908
13787,spinal bifida,0.021635938
13788,baby born without a brain,0.021623775
13789,alcohol addiction,0.021608224
13790,home cholesterol test,0.021607593
13791,hill medical centre,0.021523017
13792,stem cell transplant,0.021511845
13793,shoulder subluxation,0.021473028
13794,hospital for special surgery,0.0214703
13795,chronic heart failure,0.021419898
13796,bladder prolapse,0.02140938
13797,copd treatment,0.02137163
13798,lumbar lordosis,0.021364342
13799,drug and alcohol abuse,0.02135535
13800,fibroids in uterus,0.021313308
13801,benefits of fasting,0.02129989
13802,general adaptation syndrome,0.021297429
13803,human skeletal system,0.021291304
13804,foods for weight loss,0.021287497
13805,fahrenheit to celsius,0.02128646
13806,epidural abscess,0.021274867
13807,b12 foods,0.02125558
13808,chest of drawers,0.021223929
13809,lansoprazole,0.021214103
13810,prostate specific antigen,0.02118545
13811,causes of blood in urine,0.0211601
13812,renal diet,0.021155354
13813,melatonin overdose,0.021125346
13814,care credit dental,0.02112271
13815,colon hydrotherapy,0.02111413
13816,subarachnoid,0.021086935
13817,drug addictions,0.02107999
13818,pets at home vets,0.0210792
13819,normal cholesterol level,0.021066166
13820,baby acne,0.021063443
13821,diet coke gammon,0.02105091
13822,doctor directory,0.021030575
13823,gynaecologist,0.021020427
13824,function of the spleen,0.021000406
13825,medical terminology course,0.020989336
13826,cloth menstrual pads,0.020988028
13827,cancer fighting foods,0.020985488
13828,treatment for ocd,0.020963015
13829,good cholesterol levels,0.020900078
13830,varicose vein treatment,0.020897962
13831,how many calories in a shot of vodka,0.020849597
13832,diabetic cookbook,0.020838197
13833,eating for your blood type,0.020819895
13834,causes of adhd,0.02077869
13835,multivitamins,0.020760864
13836,down syndrome babies,0.020749874
13837,elderly care,0.02074494
13838,citalopram dosage,0.020624034
13839,midwife,0.020594262
13840,metformin and alcohol,0.020584032
13841,ancient egyptian medicine,0.020573102
13842,drug use,0.020561503
13843,reflux in infants,0.020548401
13844,calories in food,0.020521492
13845,ayurveda diet,0.020494217
13846,sciatica pregnancy,0.020453868
13847,carers hub,0.020441072
13848,biotin deficiency,0.02043196
13849,how much weight should i gain during pregnancy,0.020412154
13850,maxillofacial,0.020389881
13851,uterus,0.020377286
13852,rem behavior disorder,0.020348862
13853,uterine fibroid,0.020343564
13854,nhs england,0.020336077
13855,wound healing,0.020263223
13856,pre diabetic diet,0.020256368
13857,adrenal tumor,0.020203535
13858,stanford medical center,0.020200372
13859,opioid receptors,0.020161552
13860,ecoli,0.02015719
13861,colloidal silver benefits,0.020139225
13862,calories in cheese,0.020128286
13863,how to prevent premature ejaculation,0.019986676
13864,green coffee extract weight loss,0.019978572
13865,naturopathic doctor,0.01992464
13866,infant teething,0.019911475
13867,nursing interventions,0.019892558
13868,drugs for anxiety,0.019822737
13869,nhs call,0.01982056
13870,geriatrics,0.019774972
13871,stretches for sciatica,0.01977275
13872,prednisone,0.01977237
13873,how to stop overeating,0.019761236
13874,sex doctor,0.01976024
13875,nursing cover letter,0.01974909
13876,anxiety pills,0.019715816
13877,dvt,0.019708697
13878,cedars sinai medical center,0.01970648
13879,medical school application,0.019696223
13880,cancer research,0.019691315
13881,how to get rid of pimples,0.019629763
13882,cholesterol,0.019627716
13883,math aids,0.019566357
13884,jock itch cure,0.019544743
13885,ovarian torsion,0.019462306
13886,malignant hypothermia,0.019459508
13887,creatine before or after workout,0.019450277
13888,ocular melanoma,0.019427147
13889,how to burp a baby,0.019408137
13890,bruise wheel,0.019397076
13891,can dogs eat blueberries,0.019382399
13892,what are probiotics,0.019327931
13893,slimming world jelly sweets,0.019314623
13894,fatty tumor,0.019294256
13895,after abortion,0.019270733
13896,reflux in babies,0.019267263
13897,what is jock itch,0.019235969
13898,male reproductive system,0.019199945
13899,rectal bleeding,0.019171707
13900,functional medicine,0.01916948
13901,naproxen 500 mg,0.01912253
13902,tramadol overdose,0.019105107
13903,bladder infection treatment,0.019089451
13904,endoscopy procedure,0.019088745
13905,herbal remedies for anxiety,0.019087382
13906,what is heart disease,0.019067165
13907,nurse anesthetist,0.019061305
13908,necrosis definition,0.019055225
13909,how to get rid of prickly heat,0.018995702
13910,causes of acne,0.018961746
13911,worst sunburn,0.018946603
13912,caffeine while pregnant,0.018926173
13913,calories in cauliflower,0.018923676
13914,types of breast cancer,0.018898802
13915,metronidazole and alcohol,0.018857941
13916,fertility clinic,0.018807895
13917,a drug,0.018771248
13918,breasts during pregnancy,0.018694717
13919,endothelial dysfunction,0.018692434
13920,how to get rid of dandruff,0.018674469
13921,canadian pharmacy online,0.018670931
13922,doxycycline and alcohol,0.018659411
13923,epipen,0.018650245
13924,cognitive behavioral therapy,0.018628987
13925,drug detox,0.018616216
13926,prednisone withdrawal,0.018616015
13927,surgical face masks,0.018565822
13928,ear lobe,0.01853735
13929,opthalmology,0.018529914
13930,long term effects of exercise on the skeletal system,0.018529363
13931,cardiac muscle,0.018463604
13932,dry socket after tooth extraction,0.018455481
13933,scoliosis pain,0.018444069
13934,posterior reversible encephalopathy syndrome,0.018423907
13935,best weight loss pill,0.018419897
13936,what is taurine,0.018398851
13937,primary research,0.018350843
13938,foods to avoid while pregnant,0.018309398
13939,acupressure points to induce labor,0.018280108
13940,mask for acne,0.018252175
13941,caffeine in a cup of coffee,0.01820938
13942,prescription drugs online,0.018209193
13943,multi personality disorder,0.01820819
13944,organ transplant,0.018180445
13945,opiate addiction,0.018165568
13946,one a day vitamins,0.018149717
13947,uclh,0.018112918
13948,my chest,0.018108776
13949,risk of miscarriage by week,0.018100746
13950,sources of b12,0.018023157
13951,famous people with adhd,0.018009625
13952,shoulder impingement exercises,0.017991118
13953,cetirizine hydrochloride and pseudoephedrine hydrochloride,0.017931568
13954,biomedical research,0.017873354
13955,breast cancer types,0.017855251
13956,kidney stones causes,0.017746735
13957,secondary research,0.017736098
13958,coq10 benefits,0.017722227
13959,genetic research,0.01770782
13960,how long to boil broccoli,0.017707441
13961,echocardiogram results,0.017698262
13962,camhs,0.017662605
13963,gastric banding,0.017641729
13964,aneurin bevan health board,0.017623376
13965,herbal medicines,0.01760682
13966,can dogs eat pineapple,0.01758693
13967,bentall procedure,0.017521486
13968,hypothalamus disorders,0.017507028
13969,cancer diet,0.017467707
13970,apple cider vinegar for weight loss,0.01746508
13971,to get rid of dandruff,0.017453404
13972,anesthetist,0.017452262
13973,national childbirth,0.017372753
13974,pregnancy uk,0.017329015
13975,bunion splint,0.01732641
13976,insomnia quotes,0.017276937
13977,foods to eat to lose weight,0.017271558
13978,egfr blood test,0.017269192
13979,practical nursing,0.017245736
13980,broken blood vessel in eye,0.01721761
13981,canker,0.017212916
13982,liver cleansing diet,0.017165676
13983,how to become a doctor,0.017149493
13984,drug overdose,0.017141137
13985,secondary infertility,0.017140977
13986,copd medications,0.017126897
13987,get rid of earache,0.017110214
13988,calories in grapefruit,0.01707478
13989,alcohol calories,0.017062444
13990,b complex vitamins,0.016988158
13991,heart murmur in children,0.01696352
13992,osteopathic doctor,0.016962163
13993,home remedies for burns,0.01694379
13994,homeopathic doctors,0.016924577
13995,how much caffeine,0.016850615
13996,potassium sparing diuretics,0.016832126
13997,argos chest,0.016803276
13998,is naproxen,0.016802292
13999,calories in grapes,0.016801279
14000,ultrasound machine,0.016799517
14001,anorexia treatment,0.016774489
14002,kidney cancer survival rate,0.016739536
